All Incident Codes,Age Category
110000110000110100110000110000100010110011110011110011,1
110000110000110000110000110001,1
100100110000100010100010100001,1
100000100000110000110000100000,1
100100100100110000110001,1
110000110000110000110000110000110000110000,1
110010110000100000,1
100000100000,1
100000110000100000,1
100000,1
100010,1
100000,1
110000,1
110010,1
101010,1
110000,1
111000,1
110000,1
100100100100100100100100110011,1
101010100010,1
110000,1
100000,1
110100100000100000100000110000100001,1
110000,1
110000,1
100000,1
110010,1
100000,1
110010,1
100000110000,1
110000,1
100000100000,1
110010,1
110000,1
110100100000110100110000110100110100110000110100100011,1
100000,1
110000110100,1
100100,1
110000,1
100000,1
110000100011,1
100000100000,1
110000,1
110010,1
110000,1
110000101000101000,1
110000110100110101,1
100010,1
110000,1
110000,1
100000,1
100000,1
110000,1
111000,1
100010,1
110100100100100000100000,1
110000,1
100000,1
110000,1
110000,1
110000,1
100000,1
100100110000110010110000110010100100110000,1
110010110000,1
110000110000100000,1
110010110001,1
110000100000110000,1
110000,1
110000,1
110000110101,1
110000110000110000110000110000110000,1
110000,1
110000,1
110010,1
110100110010110010110100110011,1
110000110001,1
110100110100110100110001,1
101100110011,1
110000110000100100,1
110000,1
100000,1
100000110000,1
110000110001,1
110000110000100000110000100000100000,1
110010,1
110000110000110011,1
110000110000100101,1
110001,1
100000100000110000,1
110001110000110000110001100001110001,1
110000110100110100110100110100110100110100111000110100,1
100000110001100000110000110010110011100011,1
110100110000110000100000,1
100000100100,1
100000110000,1
110000100000110000100000100000100000,1
100000110000100000110000110000,1
101000101000110000,1
110101110000110000,1
100100110100110101110000100100110100100100100001,1
100100110100110011,1
110000100010110000110000,1
110010110010110000,1
110001110000,1
100100100000,1
110010,1
110010,1
111000,1
110100,1
110001110000,1
100000100000100000100101,1
110000,1
110100,1
110100,1
100000,1
100000,1
110000,1
110100,1
110100110001,1
110000,1
100000,1
110100100010111100100000100100111100111100100100110100110100110101101000100100110000111001110001101011,1
110100,1
100000,1
100000,1
110000,1
110010,1
110000,1
100100,1
110010,1
110010,1
110000100000110000110000110000110000110000100010100010,1
100000,1
110000100100,1
100000,1
100100100000,1
110000100000110011110011,1
110000110000,1
100000,1
110000110010,1
100010,1
110000110100110000110000110011,1
100000110000110000100000110000100000,1
110000100000110100100010110000110000110000110100,1
110010100100110100,1
110000110000,1
110000100000,1
100000100000100000100000110000110100,1
110000110000110000,1
100010110000110000110000110010100000,1
110100110000110011,1
110010110000100000,1
100000,1
110010,1
100000110000110100,1
110000110100110100110100,1
100000110000110000110011110011,1
100010100000,1
110000100000110000110010,1
100100110000,1
100000,1
110000110000,1
100000,1
110000110000100010110010,1
100000,1
110000100100,1
110000110100110001100011100011100011,1
110000111011,1
110000100000,1
100000111000100000111000101100111000111000111000100000111000111001111001,1
110000110100100100,1
100000110101110000100011,1
110000,1
100000100000110000100101,1
110000110000110000100010,1
100000110100110100,1
100010100001100000110000110100100000100000100000100000100100110001100011100011100011,1
110000110100,1
100000110000,1
110000110100110011,1
110000110010110010,1
110000,1
110010110100,1
100000110000,1
100000110000100001,1
110000100000,1
100100,1
110101100000,1
100000,1
110000110000110001110001110001100001100001100001100001110001,1
101000,1
110000,1
110011,1
110010,1
110000,1
100000,1
100100100101,1
110000,1
100000110100,1
100000,1
110000,1
100000,1
100000,1
110000,1
100100,1
110000,1
110000110100,1
100000,1
110000,1
110101110100,1
110000,1
110010,1
110000110010,1
110000,1
110100,1
110000,1
110100,1
110000,1
110000110000110000100011100011,1
101100,1
110000110000,1
101000100000,1
110000100100,1
100000,1
101100,1
101000,1
100100,1
100100110100,1
110100100000,1
100000,1
100010,1
100001,1
110000110001,1
100011100000100001100101,1
101010,1
110000,1
100000110000110100110001110000,1
100000100000110100,1
100000,1
110100,1
100000,1
110100,1
110000110000110000110000110000110000110000110000110001110001,1
101100,1
110000100000,1
110000100001100101,1
110000,1
110000,1
100000,1
110000110000110001110001,1
100000100000,1
110000100000100000,1
110000101000110000110100100000110010110100100011,1
110000110000110000110000110000,1
110010,1
100000110011,1
101000101010100010101000110011,1
110000,1
110011,1
100000110000100000,1
110000,1
110000100000100100110000110000100000100000110000110000110000110000100000101000,1
110000100011,1
110000110000110000100000110011,1
110000,1
100000110000100000100001,1
110000100100100100110001,1
100000100000110100,1
110000100100110000100100110000100011,1
110100110010,1
110000110100,1
110000100000,1
110000100001110011,1
110010110100,1
110010110000110000,1
110000100000,1
100000100000,1
110000100100100000,1
100100100000100011110001,1
110000110100110010,1
110000,1
110000,1
110000,1
110000,1
100000,1
110100,1
110000,1
110000110000,1
110100,1
110100,1
110100,1
110000110000,1
110000,1
110000,1
110000,1
110000,1
100000100011,1
100000,1
110000110010100100110000100100110000101100100000100100110100100100100000,1
100000,1
100000,1
110000,1
110100,1
110100,1
100000,1
110100,1
110000,1
110000,1
110100,1
110101100100110100,1
100000,1
110100,1
110100,1
110000,1
110000,1
110000110001,1
110000,1
100000,1
101000100000,1
100000110101,1
100010100010,1
110000,1
110000,1
110000,1
100010,1
110000,1
100010,1
110000,1
110000,1
110000,1
100100,1
110010,1
101010111100,1
110000,1
100010,1
110000,1
110000,1
100000,1
100000100000110100110010100010110000100000100000100010110000110011,1
110100100000101100,1
110100100100100100110100110011,1
110100,1
100000,1
100100110000100100100100100010110001110001,1
110000100000110000110000110000100100,1
110100100000100010100000100000100101100011,1
100100110011,1
110000,1
100000,1
110000110100110100110000100000110000100101100001,1
110000100000100000100000100000100100100000100000100000100000100000100000100101100011,1
100100110101110000,1
110000,1
110000110000100000110000100000110000100000110000100000110001110001110001,1
110000110000100000,1
110000,1
100000111000100000110000100100100000100000110100110100100100100000111000110100100100100100,1
100000100100100000110001100011,1
100000110000,1
110010,1
110000110000110011,1
110000110000,1
110000,1
100000,1
100100100010,1
110010,1
110000110000100000100010110000110100110011110011100011,1
110000100000,1
100000,1
110000110000100000,1
100000110000,1
100000,1
101000110000100011,1
110000,1
100000100000,1
110000,1
110000110000,1
110000110000110100110000110011,1
110000100000110000100010100010110101,1
100000100000110000110000100100110000110000,1
100000100000,1
110100110100100000100000,1
100000100100110000110000100100100100,1
100000,1
110100110100110000110100110100110100110000110100110010110011110001110001100011,1
110100110100110100,1
110000111010,1
100000,1
101000100000100000,1
110000110101,1
110000,1
110100,1
100000,1
110010,1
100000110100,1
100000,1
110000,1
110000,1
110100100100,1
110000110000,1
110000,1
110010,1
110000,1
110000,1
110000,1
110000,1
100000,1
110100110100,1
110000,1
100100,1
110001,1
110000,1
110000,1
110000110001,1
110000110011,1
110001,1
110000,1
110100110100110011,1
110000,1
110000,1
100000,1
110000110100100100110101110001110011,1
110010,1
100000,1
110010110100110100110100,1
110010110011,1
110000100000110000110010,1
100000100000,1
110000110100110000110000100000110000100010100000,1
110000110000,1
110100,1
100000110000,1
100000,1
100000110100,1
110000110000,1
110000110100110100110100110000110101110100,1
110100110100,1
110000110000,1
100100110100110000111100110100100011,1
110100,1
110010101010110010,1
110000,1
100000,1
110000100000,1
110010110001,1
110000100000,1
110000100000,1
110100110000110001,1
110100100100110000110000110001,1
110000110000110000110000101000100001,1
110000110100110000110000110000110000110010110011110011,1
110000101000100101,1
110100110000100000,1
100000,1
110100100000110000,1
110000110001,1
100000100001100000,1
100100100000110010110011,1
110000110000,1
100000100000100000100000,1
100000,1
101000110000110100110100100000110000,1
110100110100,1
110000,1
110100,1
110000,1
110000110010,1
110100,1
110010110010,1
100000,1
110100,1
110000,1
100000,1
100000100000,1
110000,1
110010110010110000110000110011,1
100000100011,1
110000,1
110000,1
100100,1
110000,1
100000,1
110000110100110011,1
100000,1
100000,1
100100,1
100000100000100000,1
110001,1
110000,1
100000100011,1
100000,1
110000,1
110100,1
110100110100,1
100010,1
110000110000,1
111000,1
110100,1
110000,1
100000,1
110000,1
110000,1
110100110101,1
100000,1
100000,1
100000,1
100000,1
110000,1
110000,1
110000,1
110100,1
100100100100,1
110000,1
100000110010,1
110010110011,1
110100,1
111000,1
110000,1
100000110000100100100100110100100000100100101000,1
110000110001110011110011,1
110000,1
100000100100110001,1
100000,1
110000110000,1
110100110000100000100000110000110100110000100000100100110001100011,1
110000,1
100000110000100001100011,1
110000100100110011,1
111100111100110100110000101001111011,1
110000110000,1
110000110011110011,1
110000,1
110000101100100000,1
110000110100,1
110000110011,1
110100110000100000110101,1
110000,1
101000,1
110010,1
100100,1
110100,1
110100,1
110000,1
100010,1
110000110011,1
100000,1
110000,1
110010,1
100100,1
110000100000100001110011100011,1
100000,1
110000110001,1
110000110000,1
110100,1
100000,1
100000,1
111000,1
111001,1
110000,1
110000,1
110100,1
110000,1
110000100000,1
100000100100,1
110000,1
110100,1
110000110000110010111010110001,1
110000110100,1
100000,1
110000110101110100110100110000110101110001,1
110010,1
110000,1
110000110000,1
110100100000100001,1
110000110000110100110000,1
110000,1
110000,1
110000,1
100000100000,1
110010110010110000,1
110000,1
110100100000110100110000110000,1
100100,1
110010100100100100100000100100110010110010110000110010110010110010110011,1
110000100001110011,1
110000100000100000100000100000100000110000110000,1
110001110100100000110000110100110000110100110000,1
110000,1
100000100000,1
110100110000110000110000100100110000110100100000,1
110100110100,1
110000110000110000100100100110110000110100110000110000100011,1
110100100100111100110100101100,1
110000110100110000,1
100000100000100100110000100100110000,1
110000,1
110000,1
110000,1
110000,1
100000110000100100,1
110000100100110100100000110000,1
100000,1
110100100100,1
110001,1
110010100000,1
100000100100110000,1
110010110010100000,1
100000100000100000100000,1
110000,1
110000,1
100000,1
110000110000,1
100100100000100000,1
101000100000,1
110100100000,1
100000110010110000110000110000100000110001100001,1
110100110100110100110000110001110001110001,1
100000110000,1
110000110000110000,1
100000,1
110000,1
100000,1
111000,1
110100,1
110100,1
110100,1
101000,1
110100,1
110000,1
100010,1
110010,1
110100,1
110010,1
110000100000,1
100010,1
110000,1
110000,1
110000,1
110010,1
110010,1
110000,1
110100,1
110000,1
110000,1
110100,1
110100,1
110100,1
110100,1
110100,1
110100110000,1
110100,1
110100,1
100000,1
110100,1
110100,1
110100,1
110100110001,1
110100110100,1
110100,1
110100,1
110100,1
110100,1
100000,1
110010110010,1
110000,1
110100,1
110000,1
100000,1
110100110000,1
100000,1
100000,1
100000100000100000,1
110100,1
110000,1
110010,1
110100,1
100000,1
110100,1
110000,1
111000,1
110100,1
110000,1
110000,1
100100,1
100000110011,1
100000100000100001,1
100100,1
110100,1
110100,1
101000,1
110000110000,1
100000110000110000,1
110000,1
100100100100110000100000100000100000100100,1
100000100000,1
100000110100100100100000100000,1
100010,1
100000100100,1
110100110010,1
110000,1
100000110011,1
100000110000100000110000110011110011,1
100000100000,1
100000,1
110000100000,1
110000110000100001110011,1
110000,1
110000,1
110000110011,1
110000110000100000110000100000110001,1
110000,1
110100101000100000,1
100000100000110000100000110001110001100001100001100001100001,1
100000,1
110000110000110100110000100000100011,1
110000110001110000110000110000110000110000110000110100110000100000,1
110100110000100000100000100001100000100011110011100011,1
100100110100100100,1
110000,1
100000100000110100110011110001,1
100100,1
100000100000110000,1
110100110000,1
110000110000,1
110000110000,1
110010,1
111010111010,1
110010,1
110000,1
100000,1
110000,1
100010110000110011110011,1
110000100010,1
100000,1
110100110010,1
110000,1
100001100011,1
100000,1
110000,1
110000,1
100000,1
100100,1
110010,1
110000,1
101000,1
110000,1
110000,1
100000,1
100000,1
100000,1
110000110000,1
100000,1
110000,1
110000,1
100000110011,1
110000110000,1
110000110000,1
100000110001100011,1
100000110100100101,1
111100100010,1
110000110100,1
110000100100110000110000110000110000110001,1
110000,1
110000,1
100000100100110000110100110000100100100100101100,1
110000100000100000,1
100000,1
110000100000100100100010100110110000110100100000100011110001,1
110000,1
110010110001,1
110000110000,1
110000,1
100000,1
110000,1
110000100000100000100100100000100000100000100000100010110010,1
100000100000110001,1
100000110000,1
110000110000110000,1
100000100010,1
110000110000100001,1
110000100000100100100100110100100100100100,1
100000110010100000100000100000110000100010100011110011110011100011,1
110000,1
101100110000100011,1
100000,1
110100110000,1
110000100000110011,1
110000110000,1
110000110000,1
110000110000,1
100000101100,1
110000,1
100100,1
110000110001,1
110100,1
100000,1
100000,1
100000,1
110010110010,1
100000,1
100000,1
110000,1
110010,1
100000,1
110010,1
110100110000,1
110100110000,1
110000110000100100110100110100,1
110000,1
110100,1
110000100001100001,1
110000,1
110100,1
110000,1
100000100000,1
110000,1
110100,1
110000,1
110000,1
110000110100110011,1
110000,1
110000,1
110000110000,1
110000,1
110000,1
110100,1
100100,1
100000100000110000100100100100100100,1
110100100100,1
110000110001,1
100000,1
100000110000,1
110100100000110000,1
100000110000,1
110100100100110100110100110100100100110100100100,1
110000100000,1
110000110000110000110100110000110100110000,1
110010100000110000,1
100000110001100011,1
110000100000100100,1
100000110100110100110100110100110100110100110000100000110101110001,1
110000,1
100000,1
110000100000100000,1
110000110000100000110000110000,1
110000,1
110000100000,1
111000101000,1
110000,1
100000110100,1
110000100000110000,1
110000,1
110000,1
110000110000,1
110100110100,1
110000,1
110000110000110000110000100000100000100000100000110000100000110000100000100000100000101000110011110001100001110011100011110011,1
100100100000,1
110000,1
110100110100,1
110000110100100100110100110100100100,1
100000,1
110000,1
110100,1
110010110100100000110100110110,1
100100100000110000100000110000100000100000100000100000100001100001,1
110010,1
100000,1
100000110000110000100000100000110001100000100000,1
100000,1
110000,1
110100,1
110000101000101000110000110000110011,1
110010,1
110000,1
110000100100110000100000100000101000100001,1
110100110100110101110100110100110100110100110100110000,1
110100110100110000,1
110100110000110000100011,1
100000,1
110010110010100011,1
110100110100110000110000110100110010110101110010110010110010,1
110000,1
110100110000110000110000110000110000110100,1
101000,1
110000,1
110000100000110000100000,1
100000,1
110000100000100001,1
100100100010100010,1
110000110000,1
110000110000100000110000110001100000,1
100000110000100000100000100001100101110101100101110001,1
110000110101110100,1
100000100000110001100001,1
110000110000,1
100100,1
100000100000100000110001,1
110100100100100100,1
100100110000101100,1
100000,1
110000110000110000110011,1
110000110000100100110100110010100000110000110000110000110011,1
110000110000100000100000,1
110000110100100100110000100100100100,1
110000110000110000110100110001,1
110010100000110011,1
110000,1
110000100100,1
110000110000110000110100100011,1
100000110000110000110100110100110100101101110011110011,1
100000100000,1
100000100000,1
110010,1
110000,1
100000,1
100000,1
110010,1
110101110100100100100100110100110100100000,1
110000,1
110010,1
110000,1
110000,1
110000,1
110000,1
110010,1
110000110011,1
110000,1
110100,1
110000,1
100100,1
100000100000,1
111000,1
110000,1
110000,1
100000,1
110001,1
100000,1
100100,1
110000110000,1
110000,1
110000110000,1
110100,1
100000,1
110000,1
110100,1
110000110000,1
110010,1
110100,1
110100,1
110100,1
110010110100,1
100000,1
110100,1
100000,1
100000,1
110000110000110100110000110000110100110100,1
100100,1
101000,1
100000,1
110000,1
100000100011100011,1
110000,1
100000,1
110100,1
110010100011,1
110010,1
110010,1
110010,1
110000,1
100000110000110100,1
110000110100110100110010,1
110000,1
100000,1
110000,1
100101100100100000,1
110000110000,1
100000100000,1
100000,1
110000110100,1
110010100100,1
110100,1
101100110000100000,1
110000110000,1
100100110100110100110011110011,1
100000,1
110000,1
100000,1
110100,1
110010100000,1
110000,1
100100110000110000110000101000110000100100110010100001,1
100010,1
110000100000110100110100,1
100000110000,1
110000100000,1
110010100011,1
110000,1
100100100000110000110100110010100010,1
110000110011,1
110000,1
110000110000100011,1
110000,1
100000,1
110010,1
110100110000100100100000110011,1
110010101000,1
100000,1
110000110100110011110011101011110011,1
110000,1
110000110000110000110001,1
110000,1
100000110000110000,1
110100,1
110000110000,1
110100100100110100110001,1
110000110000110000110000110001100000100011,1
110000,1
110000110000,1
110000101100,1
110000110010,1
111100111010,1
110101,1
100000110000110100110000,1
110000110001,1
110000110100100001100000,1
100000,1
100000,1
110010110100110100110010,1
100101100010,1
100000100000,1
110000,1
100000,1
100000,1
100100,1
100000100000,1
110100,1
110100,1
110010,1
110010,1
110010,1
110100,1
110100,1
100000,1
110100,1
110000,1
100000,1
110100110000,1
110100,1
110100110100110000110000110000110001110101,1
110100110100,1
110100110000110001,1
110010,1
110100,1
110010,1
110000,1
110000,1
110100,1
100010,1
110000,1
110100,1
110000110000110000,1
110100,1
100000100000,1
110000,1
110000,1
110100,1
110000,1
100000,1
110100,1
100000110101,1
110100110100,1
100000,1
110000110000100011100101,1
110000,1
110000,1
110000,1
110000,1
110000,1
110000,1
110000,1
100000,1
110010,1
110100,1
110000,1
100001100000100000,1
110100,1
110000,1
110000,1
110000,1
110000110100,1
110000100000,1
100000,1
110000,1
110010,1
110000,1
100100110000110001,1
100010,1
110000100000,1
100100,1
100000,1
110000110000100000,1
110100100100,1
100000,1
110010110000,1
111100111010,1
101100110100,1
110010,1
100000100000100000110000,1
110000110101110100100011,1
100100110000101100110001,1
111100111010111000110010111001,1
100000100000110000110000100100110000,1
110100,1
100100,1
110000110000,1
100000100000100000100001100001100001,1
100010110010110101100011110011,1
110000100000,1
110000110000110010110000,1
110010,1
110010,1
110000,1
100000100000,1
110000110000,1
110000110010,1
100010,1
110000,1
100000,1
110000110000110100110000110000,1
110100,1
110100110000110100100001,1
100000,1
100000,1
100010,1
110000,1
100000,1
110000,1
110000,1
110000100001110011110101,1
110000110000110010100010,1
110000,1
110000,1
110010,1
100000,1
110100,1
110000,1
110000,1
110000,1
110000100000110001110001,1
110000,1
100000,1
110010,1
101010,1
100100100011,1
100100,1
100100,1
100100,1
100100,1
100100110000100000100100110100110000,1
110000100000,1
110000110000100000,1
110000110000110000110100,1
100000100000110100100100101011,1
110000110000,1
110000110000101010110000110000110011110011,1
100000110000110000110010,1
100100110100110100110100110000,1
100001110000110000100000,1
110010,1
100000,1
101000,1
110100111100111100100100100100,1
100000100000100000,1
101000,1
110000,1
110000,1
100010,1
110100,1
110100100100110100110100100000100000100001100001,1
100000,1
110000110010110011100011110011100011,1
101000110011,1
110000110100100000110100100000110000110000110011,1
110000100010100000,1
110000110000,1
100000,1
110100110000110100110000100000110000,1
110000100000110000110010100000110000110000110000110000,1
100100,1
110000110000,1
101010,1
100000,1
110010,1
110000,1
100000110100110000110100100100100100100100110010100100100100,1
100100110001,1
110000,1
100000100010100010100010,1
110000100010110001100011,1
100000110100110000110001110011,1
110100,1
100000,1
100100110000,1
100100100000110000100011100101,1
100000110000100001110011100001,1
100010100001,1
110010100000100000100001100011100011100011,1
110000,1
100100,1
100000110000110100110000100000,1
100000100000,1
110010110010110010110000110000100011,1
100000110000100000110100,1
100000,1
110000110001110011,1
100100,1
110000110100110000110010110010110010110000,1
110000110100100100,1
100000100100,1
110000110000,1
110100100100,1
101100100000,1
100010110101110001,1
110000110001,1
110000110000100010,1
110000,1
110100110100,1
110100,1
110000,1
100000110010110010100100110001,1
100000,1
110011,1
100000,1
100100,1
100000,1
110000,1
110000110000,1
110100110100110100110100100100110010110100100001,1
100100,1
110000,1
100100,1
100100,1
100000,1
100000110000,1
110100100000,1
100000,1
100000100010110000,1
110000,1
110100101000110000101000100100,1
110000,1
100000,1
101000,1
100000,1
100100,1
110000,1
110000,1
110000,1
110001,1
110100,1
110000,1
110100,1
100000,1
100000,1
100000,1
100000,1
100000,1
100000,1
100000,1
100000,1
100100,1
110000,1
110000,1
110000,1
110000,1
100000,1
110100100100100000,1
100000100100,1
110000,1
110000,1
100000110000,1
100000110001,1
110000110000100000110001,1
110100110000110100110000100011110011100011110011100011,1
110001,1
110000100000,1
100000110000110011,1
100000110000100000100011,1
100100100000110000100000,1
100000100000100000,1
101000110000,1
110000110000,1
100000,1
110000100100,1
110000110100110010110010,1
100000100100110100100000100001,1
100000110100110000100000110000110100110100110100110100110100110000,1
100100101100101000110010,1
110000110010,1
100100110000,1
110000110000110100110001,1
100000110000100000,1
110000110000101100110100110100110100110000,1
110000110000,1
100000110000,1
110000,1
100100,1
110010,1
100000110000,1
100000100000110000110000110000,1
110000110010,1
110000110000,1
110000110000,1
101000100000,1
110000,1
110100100000100100100011100011,1
110000110100110100100100110100110100100000110100110100110100100100110100110100101000110100110100110100110100100100110000110000101100110000100100100001,1
110001110000,1
100100100100,1
110000110000110101,1
110000101000101000,1
110010,1
100000,1
110100,1
100000,1
110000,1
100100110010100100110100100100100010100010100000100000,1
110000100000110000110000100000100100110000100000,1
100000110000100001,1
100000100001,1
100000,1
100000,1
110100,1
110100,1
110100,1
110000,1
100000100000100011,1
110000,1
100000100000,1
110000,1
110000,1
100000,1
110000,1
100000,1
110000,1
110000,1
110000110100100010110010,1
110100110100110100100000110100110000110100110100110100110100110100100000100000110101110101110101110001110001,1
100000100000100000110000110000100000110100110100110101110101100001110101,1
110000,1
110000101100,1
100100100000100000110011,1
100000100000,1
100000,1
111000111000111010110000110001100000110000110000110000110000111010,1
110000110000,1
100000100000,1
110000,1
110100110100110000110000110100,1
100000,1
101000100000,1
100000,1
100000,1
100100,1
100000,1
110000100000100010,1
100000100100110100,1
100000110000100000110000100000,1
100000110000,1
100010100000110000100000100011,1
110100110000100001,1
110000,1
110000110000110000110000,1
110000100000110010,1
110000110001110000,1
110000,1
110000110000110000110000110000,1
101000100000,1
100000110000110000110000110000100000110000110100,1
110011,1
110100110100110100110000110011,1
110000110000110000,1
110000110000110000100100110000110010110000110000110011110001,1
110100101100110100110100100100110100100100110100110010110100110010,1
110100100001100010,1
110100110100100100110000100100,1
110000100100110000110000100100110000110000100000110010110000110000110000110000,1
110010110000,1
110101100100110100110100110000110001110011110011110011110001110101100101110011,1
110010110100110000,1
100010,1
100000,1
110001,1
110000,1
110000110100111001110100100100,1
100000,1
100000,1
110000,1
110000,1
110000,1
110000,1
100000,1
110000110000,1
100000,1
100000,1
110100110100110000110001100001110011100001110011,1
110000,1
100000,1
111000,1
110000,1
100100,1
110000,1
110000,1
110100100100100100,1
110000,1
100010,1
110000110010,1
110000,1
110000,1
110000,1
110000,1
110000,1
110000,1
110000,1
110000,1
110000,1
100000,1
100000100000110000110000100000,1
110000110000100000110000110001,1
110000,1
100000,1
110000,1
110000,1
110000,1
101000,1
110000,1
110000,1
110100,1
110000100000,1
110100,1
110100,1
110100110101,1
110100,1
110100,1
100100,1
100100,1
100100,1
110100,1
110000110000,1
110000110100100100100100110100110100,1
110100,1
100000,1
110000,1
110000,1
100100100100110100110100,1
110000100000110000100000110000110100,1
110100110000100100110000,1
100000100000,1
100000110010100010110100100100100010110100110010,1
100000100000100000110000,1
110000100000100000100000,1
110000,1
100000100000110000110000100000100011,1
110000110000100000110000,1
110000,1
110100110010110100110100110011110011,1
110010,1
110000,1
110010110000,1
110000,1
110100110000100100,1
110000100000,1
110000100000110100110000110000110000110000,1
110000100000,1
110000,1
100000,1
100000100000100000,1
100000100000110000100000,1
110000,1
110000,1
110100110000110001,1
110000100100110100110100110100100000100100100000110000110100,1
100000110000110100110001110000100011,1
100000100010,1
110000110100,1
100000100000110100100100100000,1
110000110100110100100100100100100100110100100100,1
110100100000,1
110000110100100100110100110100110000110100110010110100110010110010,1
100100110010110000,1
100100100100,1
100000100000,1
100100100100110011,1
100000110000,1
110000,1
110100110000110100,1
110000,1
110000100000110000110000,1
110100110100,1
110100,1
110100110001,1
110100,1
110100110000,1
110100,1
110100,1
110100110100110000110100110010110100110000,1
110100110000,1
110000,1
110100,1
100100,1
