Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?"
1485,"Rifle/shotgun on way, carry loaded, large capacity  Ch. 269 S 12D(a)","Weapons (carrying, possessing)",13,Weapons,4,Misdemeanor,,,,,,Yes,
1464,"Rifle/shotgun without serial number, sell  Ch. 269 S 10(g)","Weapons (carrying, possessing)",19,Weapons,3,Misdemeanor,,,,,,Yes,
288,Riot,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1449,"Riot, destroy building/boat in  Ch. 269 S 7",All Other Offense (except traffic),26,Property,2,Felony,,,,,,Yes,
1448,"Riot, fail to disperse or fail to assist in dispersing  Ch. 269 S 2",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1176,"Riot, incite  Ch. 264 S 11",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
1040,"RMV document or signature, possess false/stolen, misuse/forge  Ch. 90 S 24B",Forgery and Counterfeiting,22,Motor Vehicle,3,Felony,,,,,,Yes,
1257,"Robbery of elder 60 or over, unarmed  Ch. 265 S 19(a)",Robbery,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1258,"Robbery of elder 60 or over, unarmed, subsq. off.  Ch. 265 S 19(a)",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1237,"Robbery, armed & masked, display of gun  Ch. 265 S 17",Robbery,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1238,"Robbery, armed & masked, display of gun, subsq. off.  Ch. 265 S 17",Robbery,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1235,"Robbery, armed & masked, no display of gun  Ch. 265 S 17",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1236,"Robbery, armed & masked, no display of gun, subsq. off.  Ch. 265 S 17",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1239,"Robbery, armed & masked, with firearm  Ch. 265 S 17",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1632,"Robbery, armed & masked, with firearm, subsq.  Ch. 265 S 17",Robbery,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1233,"Robbery, armed, display of gun  Ch. 265 S 17",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1232,"Robbery, armed, no display of gun  Ch. 265 S 17",Robbery,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1234,"Robbery, armed, with firearm  Ch. 265 S 17",Robbery,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1631,"Robbery, armed, with firearm, subsq.  Ch. 265 S 17",Robbery,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1259,"Robbery, unarmed  Ch. 265 S 19(b)",Robbery,18,Person,3,Felony,,,,,,No,Ch 265 Felony
408,Safety violations for vehicles and busses,All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1526,"School or public assembly, disturb  Ch. 272 S 40",Disorderly Conduct,35,Public Order,1,Misdemeanor,,,,,,Yes,
1527,"School or public assembly, disturb, 3rd and subsq. off.  Ch. 272 S 40",Disorderly Conduct,29,Public Order,2,Misdemeanor,,,,,,Yes,
271,Selling alcohol to a minor,Offenses Against Family and Children,35,Public Order,1,Misdemeanor,,,,,,Yes,
253,Selling firearms to a minor,Offenses Against Family and Children,19,Weapons,3,Felony,,,,,,Yes,
252,Selling firearms without a license,"Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,Yes,
100,Setting fire,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
407,Setting open air fires,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1312,Sex Offender engaging in ice cream truck vending  Ch. 265 S 48,Sex Offenses (except forcible rape),29,Public Order,2,Misdemeanor,,,,,,Yes,
1601,"Sex Offender Registry information, illegal use of  Ch. 6 S 178N",Sex Offenses (except forcible rape),29,Public Order,2,Misdemeanor,,,,,,Yes,
1541,"Sexual conduct, pay for or for fee  Ch. 272 S 53A(a)",Sex Offenses (except forcible rape),29,Public Order,2,Misdemeanor,,,,,,Yes,
1542,"Sexual conduct, pay for or for fee, with child under 14  Ch. 272 S 53A(b)",Sex Offenses (except forcible rape),12,Person,4,Felony,,,,,,Yes,
1500,"Sexual intercourse, drug for  Ch. 272 S 3",Sex Offenses (except forcible rape),18,Person,3,Felony,,,Yes,Yes,,No,178C Sex Offense
1501,"Sexual intercourse, induce chaste minor  Ch. 272 S 4",Offenses Against Family and Children,24,Person,2,Felony,,,,,,No,178C Sex Offense
415,Shoplifting,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1374,Shoplifting  Ch. 266 S 30A,All Other Offense (except traffic),32,Property,1,Misdemeanor,,,,,,Yes,
1375,"Shoplifting, 3rd and subsq. off.  Ch. 266 S 30A",All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1146,Shotgun shells in closed season  Ch. 131 S 66,"Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
1645,Smoking on MBTA  Ch. 272 S 43A,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
421,"Snow/rec veh, public way",All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1679,"Snow/recreation vehicle, death by negligent op  Ch. 90B S 26B(e)",All Other Offense (except traffic),,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
1680,"Snow/recreation vehicle, death by reckless op  Ch. 90B S 26B(e)",All Other Offense (except traffic),,Motor Vehicle,3,Felony,,,,,,No,Death or serious bodily injury 
1677,"Snow/recreation vehicle, leave scene, bodily injury  Ch. 90B S 26B(c)",All Other Offense (except traffic),,Motor Vehicle,1,CIV,,,,,,Yes,
1676,"Snow/recreation vehicle, leave scene, damage over $500  Ch. 90B S 26B(b)",All Other Offense (except traffic),,Motor Vehicle,1,CIV,,,,,,Yes,
1675,"Snow/recreation vehicle, negligent/reckless op  Ch. 90B S 26B(a)",All Other Offense (except traffic),,Motor Vehicle,1,CIV,,,,,,Yes,
1678,"Snow/recreation vehicle, serious bodily injury by negligent/reckless op  Ch. 90B S 26B(d)",All Other Offense (except traffic),,Motor Vehicle,2,Misdemeanor,,,,,,No,Death or serious bodily injury 
193,Sodomy or unnatural act (f/m),Sex Offenses (except forcible rape),24,Person,2,Felony,,,,,,Yes,
191,Sodomy or unnatural act (f/m)-crime against nature,Sex Offenses (except forcible rape),24,Person,2,Felony,,,,,,Yes,
192,Sodomy or unnatural act with child (f/m),Sex Offenses (except forcible rape),18,Person,3,Felony,,,,,,No,Ch 6 S 178C Sex Offense
220,Speeding to make record-116c,Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
232,Speeding-116a,Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
96,Stalking,All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
1306,Stalking  Ch. 265 S 43(a),All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,No,Ch 265 Felony
1308,Stalking in violation of restraining order  Ch. 265 S 43(b),All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,No,Ch 265 Felony
1307,"Stalking, subsq. off.  Ch. 265 S 43(c)",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,No,Ch 265 Felony
195,Statutory rape,Sex Offenses (except forcible rape),7,Person,5,Felony,,,,,,Yes,
72,Stealing by confining or putting in fear,All Other Offense (except traffic),7,Person,5,Felony,,,,,,Yes,
1653,Strangulation or suffocation Ch. 265 S 15D(b),Other Assaults,18,Person,3,Felony,,,,,,No,Ch 265 Felony
1655,"Strangulation or suffocation, pregnant victim Ch. 265 S 15D(c)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1654,"Strangulation or suffocation, serious bodily injury Ch. 265 S 15D(c)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1656,"Strangulation or suffocation, subsequent Ch. 265 S 15D(c)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1657,"Strangulation or suffocation, violation of court order Ch. 265 S 15D(c)",Other Assaults,12,Person,4,Felony,,,,,,No,Ch 265 Felony
1540,"Streetwalker, common  Ch. 272 S 53",Prostitution and Commercialized Vice,35,Public Order,1,Misdemeanor,,,,,,Yes,
1550,"Support child out of wedlock, enter Commonwealth without  Ch. 273 S 15",Offenses Against Family and Children,29,Public Order,2,Felony,,,,,,Yes,
1551,"Support child out of wedlock, fail to  Ch. 273 S 15",Offenses Against Family and Children,29,Public Order,2,Felony,,,,,,Yes,
177,Tagging property,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1413,Tagging property  Ch. 266 S 126B,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
318,Tampering with a gas meter,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
277,Tampering with fire alarm,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
323,Tampering with police alarms,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1300,Tattooing  Ch. 265 S 34,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
345,Tattooing without a license,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1667,"Taxi fare, evade, Ch. 159A S 16",All Other Offense (except traffic),32,Property,1,CIV,,,,,,Yes,
169,Telecommunications fraud,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1492,"Telephone calls, annoying or obscene  Ch. 269 S 14A",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1562,Threat to commit crime  Ch. 275 S 2,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
83,Threatening,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
258,Throwing of a molotov cocktail,"Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,Yes,
319,Track walking,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
402,"Trafficking in marijuana, cocaine, heroin, morphine, opium, etc.",Drug Abuse Violations,9,Drugs,5,Felony,,,,,,Yes,
1671,Trafficking of person for forced services Ch. 265 S 51(a),All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
1669,Trafficking of person for sexual servitude Ch. 265 S 50(a),All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
1673,"Trafficking of person for sexual servitude or forced services, subsequent offense Ch. 265 s 52(a)",All Other Offense (except traffic),2,Person,6,Felony,,,,,,No,Ch 265 Felony
1672,Trafficking of person under 18 for forced services Ch. 265 S 51(b),All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
1670,Trafficking of person under 18 for sexual servitude Ch. 265 S 50(b),All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
274,Transporting of alcohol,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
1174,Treason  Ch. 264 S 2,All Other Offense (except traffic),2,Person,6,Felony,,,,,,Yes,
1406,"Trees and fences, malicious injury  Ch. 266 S 114",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1409,Trespass  Ch. 266 S 120,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1407,Trespass for tree/plant/fruit  Ch. 266 S 117,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1408,"Trespass for tree/plant/fruit, Sunday/disguised/nighttime  Ch. 266 S 117",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1412,Trespass on state/county property  Ch. 266 S 123,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1411,Trespass with firearm  Ch. 266 S 121,All Other Offense (except traffic),19,Weapons,3,Misdemeanor,,,,,,Yes,
320,Tresspass,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
74,Unarmed assault & robbery,Robbery,18,Person,3,Felony,,,,,,Yes,
70,Unarmed robbery,Robbery,18,Person,3,Felony,,,,,,Yes,
71,Unarmed robbery-on elderly,Robbery,24,Person,2,Felony,,,,,,No,Elderly
1627,Unauthorized use of credit cards  Ch. 140D S 27,Forgery and Counterfeiting,29,Public Order,2,Misdemeanor,,,,,,Yes,
287,Unlawful assembly,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
322,Unlicened dog,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1523,Unnatural & lascivious act  Ch. 272 S 35,Sex Offenses (except forcible rape),29,Public Order,2,Felony,,,Yes,Yes,,Yes,
1524,Unnatural & lascivious act with child under 16  Ch. 272 S 35A,Sex Offenses (except forcible rape),18,Person,3,Felony,,Yes,Yes,Yes,,No,178C Sex Offense
1525,"Unnatural & lascivious act with child under 16, subsq. off.  Ch. 272 S 35A",Sex Offenses (except forcible rape),12,Person,4,Felony,,Yes,Yes,Yes,,No,178C Sex Offense
219,Upon bet or wager to win race-115s,Bookmaking (Horse and Sport Book),29,Public Order,2,Misdemeanor,,,,,,Yes,
243,Use of telephone for gambling purposes,All Other Gambling,29,Public Order,2,Misdemeanor,,,,,,Yes,
209,"Use without authority after suspension or revocation of license-114b, 114c",Other,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
208,Use without authority-114a,Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
251,Using a firearm in committing a felony,"Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,No,Armed w dangerous weapon
1498,Usury  Ch. 271 S 49(a),All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
1425,"Utter false check, instrument, or promissory note  Ch. 267 S 5",forgery and Counterfeiting,20,Property,3,Felony,,,,,,Yes,
1545,Vagabond  Ch. 272 S 68,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1544,Vagrancy  Ch. 272 S 66,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
30,Vehicular homicide by negligent operation,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
28,Vehicular homicide by reckless operation,All Other Offense (except traffic),12,Person,4,Felony,,,,,,No,Death or serious injury
29,Vehicular homicide-oui liquor or drugs,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
27,Vehicular homicide-oui liquor or drugs & negligence,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
26,Vehicular homicide-oui liquor or drugs & recklessness,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
203,Violation of laws of the road,Other,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
327,Violation of park rules,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1006,"Violation of state, town, city, or MDC ordinance, non-criminal disposition  Ch. 40 S 21D",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
328,Violation of welfare laws,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
166,Violation of welfare property,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
175,Wanton destruction of property-over $250,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
174,Wanton destruction of property-under $250,All Other Offense (except traffic),26,Property,2,Misdemeanor,,,,,,Yes,
1171,Witness fail to appear in criminal case  Ch. 233 S 5,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1172,"Witness fail to testify, immunized  Ch. 233 S 20H",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
