Code,Untruncated Offense,FBI Category,MOST_SER_RANK,OFFENSE_TYPE,GRID,Penalty Type,Mandatory Gun,Police Notification,SORB,SDP,"Now Legal?
",Expungeable?,"If no, why not?"
157,Forgery and or uttering-false or forged records,Forgery and Counterfeiting,26,Property,2,Felony,,,,,,Yes,
158,Forgery and or uttering-forgery of bank note or travelers check,Forgery and Counterfeiting,20,Property,3,Felony,,,,,,Yes,
156,Forgery on check or promissory note,Forgery and Counterfeiting,26,Property,2,Felony,,,,,,Yes,
1424,"Forgery, check forgery, promissory note forgery  Ch. 267 S 1",Forgery and Counterfeiting,20,Property,3,Felony,,,,,,Yes,
383,Forging a prescription or fraudulently obtaining a controlled substance,Forgery and Counterfeiting,27,Drugs,2,Misdemeanor,,,,,,Yes,
1511,Fornication  Ch. 272 S 18,Sex Offenses (except forcible rape),30,Person,1,Misdemeanor,,,,,,Yes,
155,Fraud,Fraud,26,Property,2,Misdemeanor,,,,,,Yes,
1399,"Fraud/cheat, gross  Ch. 266 S 76",Fraud,20,Property,3,Felony,,,,,,Yes,
165,Fraudulent checks,Fraud,26,Property,2,Felony,,,,,,Yes,
160,"Fraudulent use of credit card ($10,000 to $50,000)",Fraud,20,Property,3,Felony,,,,,,Yes,
161,"Fraudulent use of credit card ($50,000 and over)",Fraud,20,Property,3,Felony,,,,,,Yes,
159,"Fraudulent use of credit card (Under $10,000)",Fraud,26,Property,2,Felony,,,,,,Yes,
240,Fraudulent use of gambling devices,Fraud,29,Public Order,2,Felony,,,,,,Yes,
312,Fugitive from justice,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1564,"Fugitive, fail bring before court  Ch. 276 S 19",All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
399,Furnishing false name,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
241,Gambling,All Other Gambling,35,Public Order,1,Misdemeanor,,,,,,Yes,
239,Gambling in public place,All Other Gambling,35,Public Order,1,Misdemeanor,,,,,,Yes,
242,Gaming,All Other Gambling,35,Public Order,1,Misdemeanor,,,,,,Yes,
1650,"Grand jury transcript, abuse Ch. 268 S 13D(a)",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
425,Gun law-carring a firearm - 2nd offense,"Weapons (carrying, possessing)",13,Weapons,4,Felony,,,,,,Yes,
249,Gun law-carrying a firearm,"Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,Yes,
1309,"Harassment, criminal  Ch. 265 S 43A(a)",All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,No,Ch 265 Felony
1173,"Harassment, criminal, prevention order violation  Ch. 258E S 9",All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,No,Order pursuant Ch 258E
1636,"Harassment, criminal, subsq.  Ch. 265 S 43A(b)",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,No,Ch 265 Felony
247,Having a firearm w/o a permit,"Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
254,Having dangerous explosives without a permit,"Weapons (carrying, possessing)",13,Weapons,4,Felony,,,,,,Yes,
1493,Hazing  Ch. 269 S 17,All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1137,"Heroin, being present where kept  Ch. 94C S 35","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27,Drugs,2,Misdemeanor,,,,,,Yes,
1133,"Heroin, possess  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27,Drugs,2,Misdemeanor,,,,,,Yes,
1134,"Heroin, possess, subsq. off.  Ch. 94C S 34","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",27,Drugs,2,Felony,,,,,,Yes,
1109,"Heroin/morphine/opium, trafficking in, 100 to 200 g  Ch. 94C S 32E(c)(3)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",9,Drugs,5,Felony,,,,,,Yes,
1107,"Heroin/morphine/opium, trafficking in, 14 to 28 g  Ch. 94C S 32E(c)(1)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
1110,"Heroin/morphine/opium, trafficking in, 200 g or more  Ch. 94C S 32E(c)(4)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",5,Motor Vehicle,6,Felony,,,,,,Yes,
1108,"Heroin/morphine/opium, trafficking in, 28 to 100 g  Ch. 94C S 32E(c)(2)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
43,Home invasion,Other Assaults,2,Person,6,Felony,,,,,,Yes,
1255,Home invasion  Ch. 265 S 18C,Other Assaults,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1256,"Home invasion, subsq. off.  Ch. 265 S 18C",Other Assaults,2,Person,6,Felony,,,,,,No,Ch 265 Felony
1075,"Hypodermic for drugs, sell to minor  Ch. 94C S 27",Drug Abuse Violations,33,Drugs,1,Misdemeanor,,,,,,Yes,
1076,"Hypodermic for drugs, sell to minor, subsq. off.  Ch. 94C S 27",Drug Abuse Violations,27,Drugs,2,Misdemeanor,,,,,,Yes,
1077,"Hypodermic for drugs, unlicensed sale of  Ch. 94C S 27",Drug Abuse Violations,33,Drugs,1,Misdemeanor,,,,,,Yes,
1078,"Hypodermic for drugs, unlicensed sale of, subsq. off.  Ch. 94C S 27",Drug Abuse Violations,27,Drugs,2,Misdemeanor,,,,,,Yes,
1390,"Identity fraud, intent to pose  Ch. 266 S 37E(c)",Fraud,29,Public Order,2,Misdemeanor,,,,,,Yes,
1389,"Identity fraud, pose  Ch. 266 S 37E(b)",Fraud,29,Public Order,2,Misdemeanor,,,,,,Yes,
284,Idle and disorderly,Disorderly Conduct,35,Public Order,1,Misdemeanor,,,,,,Yes,
406,Illegal possession of fireworks,"Weapons (carrying, possessing)",25,Weapons,2,Misdemeanor,,,,,,Yes,
263,Illegal sale of alcohol to minor,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
180,Immoral soliciting,Prostitution and Commercialized Vice,29,Public Order,2,Misdemeanor,,,,,,Yes,
194,Incest,Sex Offenses (except forcible rape),7,Person,5,Felony,,,,,,Yes,
1509,Incest  Ch. 272 S 17,Sex Offenses (except forcible rape),7,Person,5,Felony,,,Yes,Yes,,No,178C Sex Offense
1510,Incest with person under 21  Ch. 272 S 17,Sex Offenses (except forcible rape),7,Person,5,Felony,,,Yes,Yes,,No,178C Sex Offense
56,Indecent a&b,Sex Offenses (except forcible rape),18,Person,3,Felony,,,,,,Yes,
1190,Indecent A&B on child under 14  Ch. 265 S 13B,Sex Offenses (except forcible rape),12,Person,4,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
51,Indecent a&b on child under 14 years,Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1192,"Indecent A&B on child under 14, aggravated  Ch. 265 S 13B cent 1/2",Sex Offenses (except forcible rape),2,Person,6,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1191,"Indecent A&B on child under 14, subsq. off.  Ch. 265 S 13B 3/4",Sex Offenses (except forcible rape),7,Person,5,Felony,,Yes,Yes,Yes,,No,Ch 265 Felony
1202,Indecent A&B on elder 60 or over/disabled  Ch. 265 S 13H,Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,Ch 265 Felony
1203,Indecent A&B on person 14 or over  Ch. 265 S 13H,Sex Offenses (except forcible rape),18,Person,3,Felony,,,Yes,Yes,,No,Ch 265 Felony
55,Indecent a&b on retarded person,Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,178C Sex Offense
1199,Indecent A&B on retarded person  Ch. 265 S 13F,Sex Offenses (except forcible rape),12,Person,4,Felony,,,Yes,Yes,,No,Ch 265 Felony
1200,"Indecent A&B on retarded person, subsq. off.  Ch. 265 S 13F",Sex Offenses (except forcible rape),7,Person,5,Felony,,,Yes,Yes,,No,Ch 265 Felony
57,"Indecent a&b, 2nd conviction",Sex Offenses (except forcible rape),18,Person,3,Felony,,,,,,Yes,
46,Indecent assault,Sex Offenses (except forcible rape),18,Person,3,Felony,,,,,,Yes,
197,Indecent exposure,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
1535,Indecent Exposure  Ch. 272 S 53,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,No,Ch 123A S 1 Offense
419,"Infernal machine, possess",All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
1494,"Inhale toxic fumes for stupefaction, glue or other  Ch. 270 S 18",Drug Abuse Violations,33,Drugs,1,Misdemeanor,,,,,,Yes,
384,Inhaling toxic vapors,Drug Abuse Violations,33,Drugs,1,Misdemeanor,,,,,,Yes,
278,Interfering with a firefighter,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
285,Interfering with an officer,All Other Offense (except traffic),29,Public Order,2,Felony,,,,,,Yes,
426,Interstate compact  (Use for icja runaways),All Other Offense (except traffic),29,Public Order,2,Misdemeanor,,,,,,Yes,
1617,Interstate Compact for Juveniles (ICJ) - IN  Ch. 119 S 1,All Other Offense (except traffic),37,Public Order,0,Misdemeanor,,,,,,Yes,
1619,Interstate Compact for Juveniles (ICJ) - OTHER  Ch. 119 S 1,All Other Offense (except traffic),37,Public Order,0,Misdemeanor,,,,,,Yes,
1618,Interstate Compact for Juveniles (ICJ) - OUT  Ch. 119 S 1,All Other Offense (except traffic),37,Public Order,0,Misdemeanor,,,,,,Yes,
430,"intimidate juror/witness, or retaliate against",All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
1432,"Intimidate juror/witness, or retaliate against  Ch. 268 S 13B(1)",All Other Offense (except traffic),17,Public Order,4,Felony,,,,,,Yes,
1652,"Intimidate or confine to steal from depository, or attempt Ch. 265 S 21",All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
95,Intimidating a government witness,All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
326,Jaywalking,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
185,Keep house of prostitution,Prostitution and Commercialized Vice,29,Public Order,2,Felony,,,,,,Yes,
79,Kidnapping Ch 265 S 25,All Other Offense (except traffic),12,Person,4,Felony,,Yes,,,,No,Ch 265 Felony
1288,Kidnapping  Ch. 265 S 26,All Other Offense (except traffic),12,Person,4,Felony,,Yes,,,,No,Ch 265 Felony
1296,Kidnapping & endangering incompetent or child by relative  Ch. 265 S 26A,All Other Offense (except traffic),18,Person,3,Felony,,,,,,No,Ch 265 Felony
1294,Kidnapping child under age 16  Ch. 265 S 26,All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Ch 265 Felony
1290,Kidnapping for extortion  Ch. 265 S 26,All Other Offense (except traffic),2,Person,6,Felony,,,,,,No,Ch 265 Felony
1291,"Kidnapping for extortion, armed with firearm  Ch. 265 S 26",All Other Offense (except traffic),2,Person,6,Felony,,,,,,No,Ch 265 Felony
1295,Kidnapping incompetent or child by relative  Ch. 265 S 26A,All Other Offense (except traffic),24,Person,2,Misdemeanor,,,,,,Yes,
80,Kidnapping of a child,All Other Offense (except traffic),12,Person,4,Felony,,,,,,No,178C Sex Offense
1289,"Kidnapping, armed with firearm  Ch. 265 S 26",All Other Offense (except traffic),2,Person,6,Felony,,,,,,No,Ch 265 Felony
1293,"Kidnapping, with serious bodily injury, armed with dangerous weapon  Ch. 265 S 26",All Other Offense (except traffic),2,Person,6,Felony,,,,,,No,Death or serious bodily injury 
1292,"Kidnapping, with sexual assault, armed with dangerous weapon  Ch. 265 S 26",All Other Offense (except traffic),2,Person,6,Felony,,,,,,No,Ch 265 Felony
128,Larceny (misdemeanor),Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,Yes,
130,Larceny <$100 by false pretense (misdemeanor),Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,Yes,
1355,"Larceny at fire, $10,000 to $50,000  Ch. 266 S 23",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1356,"Larceny at fire, $50,000 and over  Ch. 266 S 23",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1354,"Larceny at fire, under $10,000  Ch. 266 S 23",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1386,"Larceny by check, over $250, $10,000 to $50,000  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1387,"Larceny by check, over $250, $50,000 and over  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1385,"Larceny by check, over $250, under $10,000  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1384,"Larceny by check, under $250  Ch. 266 S 37",Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,Yes,
147,"Larceny by false pretense ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
148,"Larceny by false pretense ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
146,"Larceny by false pretense (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1382,"Larceny by false pretense, over $250, $10,000 to $50,000  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1383,"Larceny by false pretense, over $250, $50,000 and over  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1381,"Larceny by false pretense, over $250, under $10,000  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1380,"Larceny by false pretense, under $250  Ch. 266 S 34",Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
1367,"Larceny by single scheme, under $250  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
144,Larceny from a person,Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
140,Larceny from a person +65,Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
409,"Larceny from boat, building, railroad car",Larceny-Theft (except Motor vehicle theft),20,Property,3,Misdemeanor,,,,,,Yes,
1348,"Larceny from boat, building, railroad car, $10,000 to $50,000  Ch. 266 S 20",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1349,"Larceny from boat, building, railroad car, $50,000 and over  Ch. 266 S 20",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1347,"Larceny from boat, building, railroad car, under $10,000  Ch. 266 S 20",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1368,Larceny from common carrier  Ch. 266 S 30(1),Larceny-Theft (except Motor vehicle theft),20,Property,3,Misdemeanor,,,,,,Yes,
142,"Larceny from elder/disabled person ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly/Disabled
143,"Larceny from elder/disabled person ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly/Disabled
141,"Larceny from elder/disabled person (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,No,Elderly/Disabled
1370,"Larceny from elder/disabled person, $250 or under  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,No,Elderly/Disabled
1372,"Larceny from elder/disabled person, over $250, $10,000 to $50,000  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly/Disabled
1373,"Larceny from elder/disabled person, over $250, $50,000 and over  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly/Disabled
1371,"Larceny from elder/disabled person, over $250, under $10,000  Ch. 266 S 30(5)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly/Disabled
1357,Larceny from person  Ch. 266 S 25,Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1358,Larceny from person 65 or older  Ch. 266 S 25,Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly
1359,"Larceny from person 65 or older, subsq. off.  Ch. 266 S 25",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,No,Elderly
1352,"Larceny from truck, trailer, or freight container, $10,000 to $50,000  Ch. 266 S 20B",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1353,"Larceny from truck, trailer, or freight container, $50,000 and over  Ch. 266 S 20B",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1351,"Larceny from truck, trailer, or freight container, under $10,000  Ch. 266 S 20B",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
136,"Larceny in a building ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
137,"Larceny in a building ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
138,"Larceny in a building (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
129,Larceny less,Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
133,"Larceny more (felony) ($10,000 to $50,000)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
134,"Larceny more (felony) ($50,000 and over)",Larceny-Theft (except Motor vehicle theft),14,Property,4,Felony,,,,,,Yes,
135,"Larceny more (felony) (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
387,Larceny of a controlled substance,Larceny-Theft (except Motor vehicle theft),21,Drugs,3,Felony,,,,,,Yes,
139,Larceny of a motor vehicle,Motor Vehicle Theft,26,Property,2,Felony,,,,,,Yes,
1637,Larceny of construction tools  Ch. 266 S 27,Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
1638,"Larceny of construction tools, subsq.  Ch. 266 S 27",Larceny-Theft (except Motor vehicle theft),32,Property,1,Misdemeanor,,,,,,Yes,
1369,Larceny of firearm  Ch. 266 S 30(1),Larceny-Theft (except Motor vehicle theft),14,Property,4,Felony,,,,,,Yes,
131,Larceny of property under $100,Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,Yes,
145,"Larceny of property valued over $100 (Under $10,000)",Larceny-Theft (except Motor vehicle theft),26,Property,2,Felony,,,,,,Yes,
1365,"Larceny over $250, $10,000 to $50,000  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1366,"Larceny over $250, $50,000 and over  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1364,"Larceny over $250, under $10,000  Ch. 266 S 30(1)",Larceny-Theft (except Motor vehicle theft),20,Property,3,Felony,,,,,,Yes,
1363,Larceny under $250  Ch. 266 S 30(1),Larceny-Theft (except Motor vehicle theft),26,Property,2,Misdemeanor,,,,,,Yes,
200,Lascivious and lewd cohabitation,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
218,Leaving scene of accident after injuring person-113b,All Other Offense (except traffic),22,Motor Vehicle,3,Misdemeanor,,,,,,Yes,
217,Leaving scene of accident after injuring property-113a,All Other Offense (except traffic),22,Motor Vehicle,3,Misdemeanor,,,,,,Yes,
1536,"Lewd, wanton & lascivious conduct  Ch. 272 S 53",All Other Offense (except traffic),35,Public Order,1,Felony,,,,,,No,Ch 123A S 1 Offense
1150,"Liquor ID card/license, false/misuse  Ch. 138 S 34B",Fraud,35,Public Order,1,Misdemeanor,,,,,,Yes,
273,Liquor in possession,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
213,Loaning a license-114i,All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1474,"Machine gun/sawed-off shotgun, carry, loaded  Ch. 269 S 10(n)","Weapons (carrying, possessing)",19,Weapons,3,Misdemeanor,,,,,,Yes,
1454,"Machine gun/sawed-off shotgun, possess  Ch. 269 S 10(c)","Weapons (carrying, possessing)",8,Weapons,5,Felony,Yes,,,,,No,Ch 269 S10 a-d violation
1462,"Machine gun/sawed-off shotgun, possess, 2nd off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",8,Weapons,5,Felony,Yes,,,,,No,Ch 269 S10 a-d violation
1463,"Machine gun/sawed-off shotgun, possess, 3rd off.  Ch. 269 S 10(d)","Weapons (carrying, possessing)",3,Weapons,6,Felony,Yes,,,,,No,Ch 269 S10 a-d violation
1455,"Machine gun/sawed-off shotgun, possess, with 1 prior violent/drug crime  Ch. 269 S 10(c)","Weapons (carrying, possessing)",8,Weapons,5,Felony,Yes,,,,,No,Ch 269 S10 a-d violation
184,Maintain house of prostitution,Prostitution and Commercialized Vice,23,Public Order,3,Felony,,,,,,Yes,
173,Malicious destruction of property-over $250,All Other Offense (except traffic),26,Property,2,Felony,,,,,,Yes,
172,Malicious destruction of property-under $250,All Other Offense (except traffic),32,Property,1,Misdemeanor,,,,,,Yes,
170,Malicious mischief,All Other Offense (except traffic),35,Public Order,1,Misdemeanor,,,,,,Yes,
31,Manslaughter,Murder and nonnegligent manslaughter,2,Person,6,Felony,,Yes,,,,No,Death or serious injury
24,Manslaughter (Involuntary; special placement),All Other Offense (except traffic),7,Person,5,Felony,,Yes,,,,No,Death or serious injury
25,Manslaughter (Voluntary; special placement),Murder and nonnegligent manslaughter,2,Person,6,Felony,,Yes,,,,No,Death or serious injury
1183,Manslaughter involving explosives  Ch. 265 S 13,Murder and nonnegligent manslaughter,2,Person,6,Felony,,Yes,,,,No,Ch 265 Felony
1181,"Manslaughter, involuntary  Ch. 265 S 13",All Other Offense (except traffic),7,Person,5,Felony,,Yes,,,,No,Ch 265 Felony
1182,"Manslaughter, voluntary  Ch. 265 S 13",Murder and nonnegligent manslaughter,2,Person,6,Felony,,Yes,,,,No,Ch 265 Felony
357,Manufacture/counterfeit (class a),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
366,Manufacture/counterfeit (class b),"Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
372,Manufacture/counterfeit (class c),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",21,Drugs,3,Felony,,,,,,Yes,
376,Manufacture/counterfeit (class d),Marijuana,27,Drugs,2,Felony,,,,,,Yes,
381,Manufacture/counterfeit (class e),"synthetic Narcotics – Manufactured Narcotics which can cause true drug addiction (Demerol, Methadones)",27,Drugs,2,Misdemeanor,,,,,,Yes,
272,Manufacturing of alcohol,Liquor Laws,29,Public Order,2,Misdemeanor,,,,,,Yes,
1135,"Marijuana over 1 oz, possess  Ch. 94C S 34",Marijuana,33,Drugs,1,Misdemeanor,,,,,,Yes,
1136,"Marijuana over 1 oz, possess, subsq. off.  Ch. 94C S 34",Marijuana,27,Drugs,2,Misdemeanor,,,,,,Yes,
1098,"Marijuana, trafficking in, 10,000 lbs or more  Ch. 94C S 32E(a)(4)",Marijuana,9,Drugs,5,Felony,,,,,,Yes,
1096,"Marijuana, trafficking in, 100 to 2000 lbs.  Ch. 94C S 32E(a)(2)",Marijuana,21,Drugs,3,Felony,,,,,,Yes,
1097,"Marijuana, trafficking in, 2000 to 10,000 lbs.  Ch. 94C S 32E(a)(3)",Marijuana,15,Drugs,4,Felony,,,,,,Yes,
1095,"Marijuana, trafficking in, 50 to 100 lbs.  Ch. 94C S 32E(a)(1)",Marijuana,21,Drugs,3,Felony,,,,,,Yes,
40,Mayhem,Aggravated Assault ,7,Person,5,Felony,,,,,,Yes,
1213,Mayhem  Ch. 265 S 14,Aggravated Assault ,7,Person,5,Felony,,,,,,No,Ch 265 Felony
1085,"Methamphetamine, distribute or possess with intent  Ch. 94C S 32A(c)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",21,Drugs,3,Felony,,,,,,Yes,
1086,"Methamphetamine, distribute or possess with intent, subsq. off.  Ch. 94C S 32A(d)","Opium or Cocaine and their derivatives (Morphine, Heroin, Codeine)",15,Drugs,4,Felony,,,,,,Yes,
264,Minor possessiong alcohol,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
269,Minor transporting alcohol,Liquor Laws,35,Public Order,1,Misdemeanor,,,,,,Yes,
1175,Misprision of treason  Ch. 264 S 3,All Other Offense (except traffic),23,Public Order,3,Felony,,,,,,Yes,
313,Missle throwing,"Weapons (carrying, possessing)",29,Public Order,2,Misdemeanor,,,,,,Yes,
257,Molotov cocktail in possession,"Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,Yes,
1404,"Molotov cocktail, make/sell/use/possess  Ch. 266 S 102B","Weapons (carrying, possessing)",19,Weapons,3,Felony,,,,,,Yes,
1615,"Motor vehicle citation, attempt to falsify or dispose of  Ch. 90C S 10",All Other Offense (except traffic),34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1043,Motor vehicle homicide by negligent operation  Ch. 90 S 24G(b),All Other Offense (except traffic),12,Person,4,Misdemeanor,,,,,,No,Death or serious injury 
1044,Motor vehicle homicide by reckless operation  Ch. 90 S 24G(b),All Other Offense (except traffic),7,Person,5,Misdemeanor,,,,,,No,Death or serious injury
1045,Motor vehicle homicide OUI liquor or drugs  Ch. 90 S 24G(b),All Other Offense (except traffic),7,Person,5,Misdemeanor,,,,,,No,Death or serious injury
1041,"Motor vehicle homicide OUI liquor or drugs, with negligent operation  Ch. 90 S 24G(a)",All Other Offense (except traffic),7,Person,5,Felony,,,,,,No,Death or serious injury
1042,"Motor vehicle homicide OUI liquor or drugs, with reckless operation  Ch. 90 S 24G(a)",All Other Offense (except traffic),5,Motor Vehicle,6,Felony,,,,,,No,Death or serious injury
1612,"Motor vehicle ignition interlock, bypass for another  Ch. 90 S 24U(a)(1)",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1613,"Motor vehicle ignition interlock, bypass for another, subsq.  Ch. 90 S 24U(a)(1)",All Other Offense (except traffic),22,Motor Vehicle,3,Felony,,,,,,Yes,
1026,"Motor vehicle license, allow another to use  Ch. 90 S 24(2)(a)",All Other Offense (except traffic),28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1012,"Motor vehicle license, exhibit another's  Ch. 90 S 23",Fraud,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1013,"Motor vehicle license, exhibit another's, subsq. off.  Ch. 90 S 23",Fraud,28,Motor Vehicle,2,Misdemeanor,,,,,,Yes,
1039,"Motor vehicle license, false application for  Ch. 90 S 24B",Fraud,22,Motor Vehicle,3,Felony,,,,,,Yes,
1027,"Motor vehicle license, false statement in application for  Ch. 90 S 24(2)(a)",Fraud,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
1014,Motor vehicle number plate violation to conceal ID  Ch. 90 S 23,Fraud,34,Motor Vehicle,1,Misdemeanor,,,,,,Yes,
1028,"Motor vehicle registration, false statement in application for  Ch. 90 S 24(2)(a)",Fraud,28,Motor Vehicle,2,Misdemeanor,,,,,,No,Ch 90 S 24 Violation
